pair_id	trait_1	trait_2	baseline_rg	baseline_se	baseline_p	baseline_fdr	joint_rg	joint_se	joint_p	residual_fdr	signed_difference	difference_se	difference_p	difference_fdr	baseline_abs_rg	joint_abs_rg	absolute_attenuation	proportional_attenuation	residual_ci_lower	residual_ci_upper	original_frozen_class	original_near_null_flag	change_class	sign_reversal_flag	significant_reversal_flag	residual_state	residual_significant	near_null_classified	equivalent_005	equivalent_010
AAA_coronary_heart	AAA	coronary_heart	0.27118101580180698	0.043307700068734703	3.8073588318078575e-10	1.6686572657923325e-09	0.169857612492473	0.0589835700279987	0.0039799753945461	0.0112261508007345	0.1013234033093339	0.035671545122952203	0.0045049289282607999	0.013279654076783101	0.27118101580180698	0.169857612492473	0.1013234033093339	0.373637524034449	0.054249815237595547	0.28546540974735046	ATTENUATED	False	ATTENUATED	False	False	RESIDUAL_SIGNIFICANT	True	False	False	False
AAA_deaf	AAA	deaf	0.066298060418873594	0.045510255115923597	0.1451793574080526	0.19899101111914549	0.0148547879304195	0.0496801857768032	0.76493371204965888	0.83627816737501193	0.051443272488453998	0.013205554612617699	9.7964691767849166e-05	0.00045177186991539998	0.066298060418873594	0.0148547879304195	0.051443272488453998		-0.082518376192114773	0.11222795205295377	UNSTABLE	False	ATTENUATED	False	False	NEAR_NULL_CLASSIFIED	False	True	False	False
AAA_depression	AAA	depression	0.15758184338935999	0.048191601162323301	0.0010758450980337001	0.0022334795894851998	0.076740957471836596	0.052536491590115197	0.14409306380386011	0.2313121857574886	0.080840885917523406	0.016544949738057899	1.0283381869204974e-06	8.3510470408412949e-06	0.15758184338935999	0.076740957471836596	0.080840885917523406	0.5130088859144657	-0.026230566044789183	0.17971248098846238	PERSISTENT	False	ATTENUATED	False	False	RESIDUAL_NON_SIGNIFICANT_OTHER	False	False	False	False
AAA_diabetes_type_2	AAA	diabetes_type_2	0.16305776879434239	0.045805368603491901	0.0003711429651	0.00082347345381579996	0.036714609519528998	0.073696481711923098	0.61835243199718115	0.71139157107083106	0.12634315927481329	0.070460396967786595	0.072955525586430606	0.14480389862801921	0.16305776879434239	0.036714609519528998	0.12634315927481329	0.77483679685427553	-0.10773049463584027	0.18115971367489825	NEAR_NULL_EQUIVALENT	True	NO_SIGNIFICANT_CHANGE	False	False	NEAR_NULL_CLASSIFIED	False	True	False	False
AAA_diverticuli	AAA	diverticuli	0.13372130833207249	0.0394979395553888	0.00071041933170259996	0.0015037410896771	0.0768697359430741	0.045324869864405697	0.089891075237139101	0.15876284432430041	0.056851572388998399	0.013013444406356999	1.249998515094515e-05	7.4849308674936619e-05	0.13372130833207249	0.0768697359430741	0.056851572388998399	0.42514968704776568	-0.011967008991161071	0.16570648087730927	PERSISTENT	False	ATTENUATED	False	False	RESIDUAL_NON_SIGNIFICANT_OTHER	False	False	False	False
AAA_ED	AAA	ED	0.14671531355252451	0.074192737875717299	0.047986397110044897	0.074019985610466493	0.018529602789170398	0.098285906456829802	0.8504631078122491	0.89741011588681052	0.12818571076335411	0.0424158245510112	0.0025101103754241998	0.0078618001322296998	0.14671531355252451	0.018529602789170398	0.12818571076335411		-0.17411077386621601	0.21116997944455682	UNSTABLE	False	ATTENUATED	False	False	NEAR_NULL_CLASSIFIED	False	True	False	False
AAA_enthesopathy_lower	AAA	enthesopathy_lower	0.26857170016723969	0.074913878752840002	0.00033698434511430001	0.0007510368588422	0.18005873746411311	0.087388880445947406	0.0393573786741859	0.079774132141396406	0.088512962703126599	0.028471246956582302	0.0018781421818679	0.0061410306867655997	0.26857170016723969	0.18005873746411311	0.088512962703126599	0.3295692086992395	0.0087765317900561912	0.35134094313816999	PERSISTENT	False	ATTENUATED	False	False	RESIDUAL_NON_SIGNIFICANT_OTHER	False	False	False	False
AAA_enthesopathy_shoulder	AAA	enthesopathy_shoulder	0.1500541196411849	0.065397072554211497	0.021761324237763301	0.036341996458899101	0.038127513787219201	0.070502324123684498	0.58864684199277173	0.68675464899156702	0.1119266058539657	0.0199250668732294	1.9387846256647623e-08	2.4089398973884672e-07	0.1500541196411849	0.038127513787219201	0.1119266058539657	0.74590825044729758	-0.10005704149520239	0.17631206906964081	NEAR_NULL_EQUIVALENT	True	ATTENUATED	False	False	NEAR_NULL_CLASSIFIED	False	True	False	False
AAA_enthesopathy_upper	AAA	enthesopathy_upper	0.1162273642200094	0.066257552439282594	0.079400468251293696	0.115724436131651	-0.018476125419148701	0.079562948846287299	0.81636697432552563	0.87510023205555065	0.1347034896391581	0.0252067159997993	9.0941475215223326e-08	9.2618674553209001e-07	0.1162273642200094	0.018476125419148701	0.097751238800860604		-0.1744195051578718	0.13746725431957441	UNSTABLE	False	ATTENUATED	True	False	NEAR_NULL_CLASSIFIED	False	True	False	False
AAA_essential_tremor	AAA	essential_tremor	0.097881077573664294	0.082542790610797306	0.23569250326472341	0.30584640763072468	0.093613977189322198	0.092810821850335096	0.31314075249879408	0.42498895137056442	0.0042671003843421	0.0230379764111272	0.8530562651008492	0.9051745046937848	0.097881077573664294	0.093613977189322198	0.0042671003843421		-0.088295233637334589	0.27552318801597897	UNSTABLE	False	NO_SIGNIFICANT_CHANGE	False	False	RESIDUAL_NON_SIGNIFICANT_OTHER	False	False	False	False
AAA_female_genital_prolapse	AAA	female_genital_prolapse	0.088911967496698996	0.044362102064158901	0.045045158806667998	0.070136102527926097	0.0633545480667419	0.049951061041749803	0.20467927888115489	0.3052989243815547	0.025557419429957099	0.0132139274395699	0.053097462960055901	0.1112539590689198	0.088911967496698996	0.0633545480667419	0.025557419429957099	0.2874463376474708	-0.034549531575087708	0.16125862770857152	PERSISTENT	False	NO_SIGNIFICANT_CHANGE	False	False	RESIDUAL_NON_SIGNIFICANT_OTHER	False	False	False	False
AAA_fibromatosis	AAA	fibromatosis	0.045240880983091397	0.055849996239842201	0.41791564274644899	0.49785252743285041	0.034147165885640998	0.062772203334534704	0.58645147870395542	0.68515840365741854	0.011093715097450401	0.014714429158581	0.45088858151676992	0.58357194014019442	0.045240880983091397	0.034147165885640998	0.011093715097450401		-0.088886352650047018	0.15718068442132901	UNSTABLE	False	NO_SIGNIFICANT_CHANGE	False	False	NEAR_NULL_CLASSIFIED	False	True	False	False
AAA_fibromyalgia	AAA	fibromyalgia	0.19270311901877921	0.082272949314320401	0.019168305520050999	0.032491977638012898	0.069571442350958496	0.1006952780678194	0.48962167839550857	0.59759816837565749	0.1231316766678207	0.0332472040559805	0.00021262862385480001	0.00088803719374680001	0.19270311901877921	0.069571442350958496	0.1231316766678207	0.63897085472613102	-0.12779130266196753	0.26693418736388452	PERSISTENT	False	ATTENUATED	False	False	RESIDUAL_NON_SIGNIFICANT_OTHER	False	False	False	False
AAA_gastritis_duodenitis	AAA	gastritis_duodenitis	0.1197921476005593	0.054949947981097598	0.029255760541222999	0.047485672726936101	-0.0283722910090786	0.0676854401242028	0.67508557851878903	0.76150143559654593	0.14816443860963791	0.026246920535071199	1.6516031955438914e-08	2.0728454247103891e-07	0.1197921476005593	0.0283722910090786	0.091419856591480594	0.76315399984576171	-0.16103575365251607	0.10429117163435889	NEAR_NULL_EQUIVALENT	True	ATTENUATED	True	False	NEAR_NULL_CLASSIFIED	False	True	False	False
AAA_glaucoma	AAA	glaucoma	0.0079080215521553001	0.045542442191121399	0.86214784371683917	0.89491954537859031	0.031736024953295097	0.049684914464649101	0.52298838451310536	0.62858986771916725	-0.023828003401139702	0.0126112551393356	0.058835087728361601	0.1222451446529922	0.0079080215521553001	0.031736024953295097	-0.023828003401139702		-0.065646407397417145	0.12911845730400734	UNSTABLE	False	NO_SIGNIFICANT_CHANGE	False	False	NEAR_NULL_CLASSIFIED	False	True	False	False
AAA_GORD	AAA	GORD	0.196051637083171	0.036789973159284298	9.8786476707357242e-08	3.4047766243797885e-07	0.070772481628713496	0.044309910722943602	0.1102176515524097	0.18594084460810459	0.1252791554544575	0.020818063312039201	1.7679221834988634e-09	2.9485145140903863e-08	0.196051637083171	0.070772481628713496	0.1252791554544575	0.63901101423249185	-0.016074943388255963	0.15761990664568296	PERSISTENT	False	ATTENUATED	False	False	RESIDUAL_NON_SIGNIFICANT_OTHER	False	False	False	False
AAA_gout	AAA	gout	0.17554071657615811	0.047075062069008099	0.00019227663987270001	0.00044447204658960003	0.071980027641025998	0.067800346136417999	0.28839601146912641	0.39751617616704349	0.10356068893513209	0.035649254041595697	0.0036726607031489999	0.0110893825605412	0.17554071657615811	0.071980027641025998	0.10356068893513209	0.58995252471925763	-0.060908650786353283	0.20486870606840529	PERSISTENT	False	ATTENUATED	False	False	RESIDUAL_NON_SIGNIFICANT_OTHER	False	False	False	False
AAA_HF	AAA	HF	0.29342127366891241	0.052152643117397098	1.8422124839026412e-08	6.8123482477649749e-08	0.19155869088595159	0.077100547586876303	0.012972225891744699	0.031175997428419502	0.1018625827829608	0.049640105787606401	0.0401675368842535	0.088883641279937697	0.29342127366891241	0.19155869088595159	0.1018625827829608	0.34715472913494139	0.040441617615674053	0.34267576415622913	ATTENUATED	False	NO_SIGNIFICANT_CHANGE	False	False	RESIDUAL_SIGNIFICANT	True	False	False	False
AAA_hypertension	AAA	hypertension	0.30710779409146011	0.056363860622233503	5.0749300467322394e-08	1.7990301235562931e-07	0.36919860271002281	0.047940359134304	1.3478752192811988e-14	2.0675740246381353e-13	-0.062090808618562601	0.054303724787533703	0.25287308977039968	0.3794623357967653	0.30710779409146011	0.36919860271002281	-0.062090808618562601	-0.20217920161307029	0.27523549880678699	0.46316170661325862	MASKED_ENHANCED	False	NO_SIGNIFICANT_CHANGE	False	False	RESIDUAL_SIGNIFICANT	True	False	False	False
AAA_hyperthyroid	AAA	hyperthyroid	0.27503969290904418	0.068674834064358106	6.2029009931316361e-05	0.00015337521361119999	0.27355570582342831	0.073839909954761099	0.00021162985550399999	0.00085097118273060003	0.0014839870856158	0.024700333350046101	0.95209220720256238	0.96766835783164318	0.27503969290904418	0.27355570582342831	0.0014839870856158	0.0053955378946217002	0.12882948231209657	0.41828192933476005	ATTENUATED	False	NO_SIGNIFICANT_CHANGE	False	False	RESIDUAL_SIGNIFICANT	True	False	False	False
AAA_hypothyroid	AAA	hypothyroid	0.057117932762608598	0.072736686394210395	0.43229532122455522	0.51130598440886232	0.0057268871736300001	0.079685603665296006	0.94270653492685641	0.96327402416451258	0.051391045588978501	0.012864730939307401	6.4769741983314866e-05	0.00031683623785140001	0.057117932762608598	0.0057268871736300001	0.051391045588978501		-0.15045689601035014	0.16191067035761017	UNSTABLE	False	ATTENUATED	False	False	NEAR_NULL_CLASSIFIED	False	True	False	False
AAA_IBS	AAA	IBS	0.056394050549958198	0.0434064436957999	0.193872148543274	0.25694522086935251	0.040479972388735602	0.046684568400344802	0.3858897657095185	0.50179804698490493	0.015914078161222599	0.0163356232353703	0.32995985798622829	0.4650880584774687	0.056394050549958198	0.040479972388735602	0.015914078161222599		-0.051021781675940209	0.13198172645341141	UNSTABLE	False	NO_SIGNIFICANT_CHANGE	False	False	NEAR_NULL_CLASSIFIED	False	True	False	False
AAA_IDA	AAA	IDA	0.1313619721814539	0.10568573896596389	0.2138866672215585	0.28047934989212292	0.0027655504609600001	0.1117299793968744	0.98025270629739958	0.98981226133646405	0.12859642172049379	0.030162581925795299	2.0130167649182008e-05	0.0001139486710893	0.1313619721814539	0.0027655504609600001	0.12859642172049379		-0.21622520915691382	0.22175631007883381	UNSTABLE	False	ATTENUATED	False	False	NEAR_NULL_CLASSIFIED	False	True	False	False
AAA_insomnia	AAA	insomnia	0.29156913475699109	0.095475786850532499	0.0022592183352084	0.0044663146881409	0.2555049731383382	0.1230258871386387	0.037816411795592197	0.077344677623083793	0.0360641616186528	0.043347255181492801	0.40541877187089392	0.53914586092049954	0.29156913475699109	0.2555049731383382	0.0360641616186528	0.1236899154250693	0.01437423434660634	0.49663571193007006	PERSISTENT	False	NO_SIGNIFICANT_CHANGE	False	False	RESIDUAL_NON_SIGNIFICANT_OTHER	False	False	False	False
AAA_intervert_disc	AAA	intervert_disc	0.1701194336076938	0.0465404016362259	0.00025687487630080002	0.00058083172666759998	0.053769078904504802	0.051464702242956802	0.29612657114484442	0.40633601838483618	0.116350354703189	0.018326812133817701	2.1722499476507339e-10	4.9073101090109765e-09	0.1701194336076938	0.053769078904504802	0.116350354703189	0.68393335338454198	-0.047101737491690526	0.15463989530070013	PERSISTENT	False	ATTENUATED	False	False	RESIDUAL_NON_SIGNIFICANT_OTHER	False	False	False	False
AAA_isch_stroke_tia	AAA	isch_stroke_tia	0.28402972198002058	0.080425379968964206	0.0004130643298174	0.00090357822147549998	0.2280035552987803	0.096457362281808207	0.018089768129886101	0.041972991412480898	0.056026166681240198	0.035721825232531097	0.116787445583517	0.2092406649423503	0.28402972198002058	0.2280035552987803	0.056026166681240198	0.19725459114163149	0.03894712522643623	0.41705998537112438	ATTENUATED	False	NO_SIGNIFICANT_CHANGE	False	False	RESIDUAL_SIGNIFICANT	True	False	False	False
AAA_migraine	AAA	migraine	0.25361683030631421	0.045617731207569998	2.7037693133132124e-08	9.8517107677174994e-08	0.22816308990119369	0.050344671658041198	5.8422146331850494e-06	3.1492198185390126e-05	0.025453740405120402	0.012129654461105401	0.035863469744265498	0.080433864904783298	0.25361683030631421	0.22816308990119369	0.025453740405120402	0.1003629781760848	0.12948753345143293	0.32683864635095444	ATTENUATED	False	NO_SIGNIFICANT_CHANGE	False	False	RESIDUAL_SIGNIFICANT	True	False	False	False
AAA_OA	AAA	OA	0.26195730365394387	0.047281660633115397	3.0185476197539434e-08	1.0918618391686389e-07	0.15531653179916169	0.052865761703318102	0.0033039902771817998	0.0096105526271157999	0.1066407718547821	0.019225653950931999	2.9095261503320299e-08	3.4594126715670308e-07	0.26195730365394387	0.15531653179916169	0.1066407718547821	0.407092187800417	0.051699638860658204	0.25893342473766517	ATTENUATED	False	ATTENUATED	False	False	RESIDUAL_SIGNIFICANT	True	False	False	False
AAA_osteoporosis	AAA	osteoporosis	0.031851323392206699	0.060302564226774102	0.59736618049026091	0.66988039644327546	0.071871888434294803	0.061115335867948199	0.2395932188468089	0.34535333459067291	-0.040020565042088001	0.021348418560035699	0.060842487727039297	0.125680450541723	0.031851323392206699	0.071871888434294803	-0.040020565042088001		-0.047914169866883669	0.19165794673547326	UNSTABLE	False	NO_SIGNIFICANT_CHANGE	False	False	RESIDUAL_NON_SIGNIFICANT_OTHER	False	False	False	False
AAA_periph_neuro	AAA	periph_neuro	0.26923413042095579	0.072718087475763901	0.0002135384797365	0.00048952317541070003	0.14153183285005111	0.1002617795974608	0.1580610001368177	0.2478117257665565	0.1277022975709047	0.047903232703949701	0.0076796501257449003	0.0214185528198386	0.26923413042095579	0.14153183285005111	0.1277022975709047	0.47431689797737853	-0.054981255160972048	0.33804492086107429	PERSISTENT	False	ATTENUATED	False	False	RESIDUAL_NON_SIGNIFICANT_OTHER	False	False	False	False
AAA_peripheral_arterial	AAA	peripheral_arterial	0.4629748488149627	0.091431584546899897	4.1136808743273474e-07	1.3397767985194571e-06	0.37057731317250348	0.1261974882745012	0.0033195248387006002	0.0096254600048671993	0.092397535642459103	0.055684176757617901	0.097052529948210203	0.18119875050435949	0.4629748488149627	0.37057731317250348	0.092397535642459103	0.19957355324800319	0.12323023615448114	0.61792439019052581	ATTENUATED	False	NO_SIGNIFICANT_CHANGE	False	False	RESIDUAL_SIGNIFICANT	True	False	False	False
AAA_PMR	AAA	PMR	0.1236577973940769	0.094189960553181795	0.1892316813330597	0.25146563000676658	0.100815849882213	0.101812528138968	0.32207116706808231	0.43402757601094599	0.022841947511863799	0.020850794697371298	0.2732997051627552	0.40233990955535942	0.1236577973940769	0.100815849882213	0.022841947511863799		-0.098736705270164274	0.30036840503459028	UNSTABLE	False	NO_SIGNIFICANT_CHANGE	False	False	RESIDUAL_NON_SIGNIFICANT_OTHER	False	False	False	False
AAA_pri_bladder	AAA	pri_bladder	0.017928288092982098	0.1246135915486844	0.88560229763274012	0.91202723150325682	-0.0276587948338484	0.12881003028557189	0.82998136027303349	0.88329922067601196	0.045587082926830599	0.025896856618517101	0.078351416862533899	0.1535514754758649	0.017928288092982098	0.0276587948338484	-0.0097305067408663005		-0.2801264541935693	0.22480886452587248	UNSTABLE	False	NO_SIGNIFICANT_CHANGE	True	False	NEAR_NULL_CLASSIFIED	False	True	False	False
AAA_pri_breast	AAA	pri_breast	-0.039832388519323698	0.039286177747424801	0.31062885701555237	0.38828607126944048	-0.037994387664941197	0.042528704104541001	0.37165252620986999	0.4860823829639615	-0.0018380008543823999	0.0099845597558389995	0.85394731014569802	0.90531530107169778	0.039832388519323698	0.037994387664941197	0.0018380008543823999		-0.12135064770984155	0.045361872379959166	UNSTABLE	False	NO_SIGNIFICANT_CHANGE	False	False	NEAR_NULL_CLASSIFIED	False	True	False	False
AAA_pri_colorectal	AAA	pri_colorectal	-0.067122042061655202	0.072163092981807203	0.35229671766699799	0.43232461402592098	-0.091143547458023499	0.079207219300150303	0.24985671459966391	0.35754992767730481	0.024021505396368201	0.0176668567522635	0.17392702362509951	0.28472243327297247	0.067122042061655202	0.091143547458023499	-0.024021505396368201		-0.2463896972863181	0.0641026023702711	UNSTABLE	False	NO_SIGNIFICANT_CHANGE	False	False	RESIDUAL_NON_SIGNIFICANT_OTHER	False	False	False	False
AAA_pri_prost	AAA	pri_prost	0.0039973178953298999	0.0585485121483462	0.94556783655911925	0.95790300605357159	0.021319965561909699	0.062734314023388402	0.73397298606294337	0.80883497577224583	-0.017322647666579798	0.0146964329616274	0.23851868196433201	0.36239863859007992	0.0039973178953298999	0.021319965561909699	-0.017322647666579798		-0.10163928992393156	0.14427922104775096	UNSTABLE	False	NO_SIGNIFICANT_CHANGE	False	False	NEAR_NULL_CLASSIFIED	False	True	False	False
AAA_pri_skin	AAA	pri_skin	-0.088431162553382001	0.044896702870664003	0.048877547447745799	0.075161327603742695	-0.067169812239741597	0.051147147889254903	0.18909331845927221	0.28704758483279869	-0.0212613503136403	0.012747197812801699	0.095330921392598397	0.1785209793975939	0.088431162553382001	0.067169812239741597	0.0212613503136403		-0.1674182221026812	0.033078597623198008	UNSTABLE	False	NO_SIGNIFICANT_CHANGE	False	False	RESIDUAL_NON_SIGNIFICANT_OTHER	False	False	False	False
AAA_psoriasis	AAA	psoriasis	0.13109426069704319	0.061246588329432201	0.032319734776250199	0.0521084501269184	0.051765191860092798	0.068234221725816502	0.4480680966474635	0.56282218348097768	0.079329068836950303	0.017286851200826899	4.4541038200025438e-06	3.0575823184271607e-05	0.13109426069704319	0.051765191860092798	0.079329068836950303	0.60512999131425427	-0.081973882722507552	0.18550426644269313	PERSISTENT	False	ATTENUATED	False	False	RESIDUAL_NON_SIGNIFICANT_OTHER	False	False	False	False
AAA_RA	AAA	RA	0.2704702050840726	0.066966330489439493	5.3702818543549505e-05	0.00013412211465390001	0.1978603767061311	0.071470176072663899	0.0056326607398390002	0.0151484436563854	0.072609828377941402	0.0197900990218111	0.00024350324156789999	0.001005158729728	0.2704702050840726	0.1978603767061311	0.072609828377941402	0.26845777099688861	0.057778831603709863	0.33794192180855231	ATTENUATED	False	ATTENUATED	False	False	RESIDUAL_SIGNIFICANT	True	False	False	False
AAA_raynauds	AAA	raynauds	-0.034441736452826902	0.092602806930436696	0.70994517336903362	0.77006274806724073	-0.021228994141062	0.1048860169664609	0.8396035491253806	0.8901087114234516	-0.0132127423117649	0.0320422237016455	0.68007990093200432	0.77274739543485638	0.034441736452826902	0.021228994141062	0.0132127423117649		-0.22680558739532536	0.18434759911320137	UNSTABLE	False	NO_SIGNIFICANT_CHANGE	False	False	NEAR_NULL_CLASSIFIED	False	True	False	False
AAA_retinal_detach	AAA	retinal_detach	0.080464619980083196	0.066987903411149297	0.2296808637891859	0.29882562644823413	0.12986532717614149	0.074042653567562802	0.079443206413313996	0.1436800348887084	-0.049400707196058297	0.019040890867322899	0.0094741410284375997	0.025534967956255299	0.080464619980083196	0.12986532717614149	-0.049400707196058297		-0.015258273816281587	0.27498892816856457	UNSTABLE	False	ENHANCED	False	False	RESIDUAL_NON_SIGNIFICANT_OTHER	False	False	False	False
AAA_schizo	AAA	schizo	0.0325303359585127	0.035724998677325003	0.36251867967902052	0.443554366815542	0.0253393773404373	0.041936088943910099	0.54568543867973207	0.64850708518370836	0.0071909586180753	0.015428473798297	0.641155661374323	0.74071214249892736	0.0325303359585127	0.0253393773404373	0.0071909586180753		-0.056855356989626488	0.10753411167050109	UNSTABLE	False	NO_SIGNIFICANT_CHANGE	False	False	NEAR_NULL_CLASSIFIED	False	True	False	False
AAA_scoliosis	AAA	scoliosis	0.11504661943645279	0.070811469742163596	0.10422883192541089	0.14792041538243639	0.1184837095938077	0.080098642989584107	0.1390808757679719	0.22530376550417869	-0.0034370901573548	0.0213382486998487	0.87203315839642825	0.91778402317548036	0.11504661943645279	0.1184837095938077	-0.0034370901573548		-0.038509630665777131	0.27547704985339255	UNSTABLE	False	NO_SIGNIFICANT_CHANGE	False	False	RESIDUAL_NON_SIGNIFICANT_OTHER	False	False	False	False
